,Unnamed: 0,tweet,toxicity,sacar,toxicity_val
41,660, SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! S,0,0,0.24519359
42,666,`   Wikipedia ``Editor``  are  Nazi Sympathizers  deleting unfavorable info   ON Hitlers twisted ideology written in  Mein Kampf. The deletion of info exposing the true content of Hitlers Mein Kampf proves that the ``Editors``  are protecting the insidious malevolent writings and are completely unqualified to make any determinations.`,0,0,0.39237744
43,667,"`It is not the ``same thing``. Matters such as this need to be open and transparent. In such cases, the user in question is notified that there is an ongoing discussion, so that he/she can participate. It is posted at some public forum like WPANI or Wikiquette Alerts so that the rest of the community can monitor the discussion in the interest of transparency, and so that members may participate if they choose. If a block is imposed, a template notice is placed on the user's talk page so that he/she can appeal if he/she chooses.   'None of this was done in this case.   This is completely inappropriate, and you think you're getting away with this, you're mistaken.     `",0,0,0.13157026
44,671, k then tell me how i am making personal attacks when i posted a civilized message on a talk page. i can always change my ip so you'd do well to ansewr my question rather than puttin ga template up because you're too lazy to type,0,0,0.33275217
45,673,. Wai Kheng and his mac are also noob,0,0,0.27447012
46,674,"   RE HLS   It is not opinion or theory it has been proven many times by exposes of hls, infiltrations into hls, and hidden camera footage from inside hls but seen as you are nąz1 fąg5 and dont accept independent proves as valid sources then i will keep editing the page the way i have, as you can see from the previous efforts bans are ineffective... if you dont want people to make the article accurate then you have to protect the article which i would be happy with as it would give to impression to viewers that hls are nąz1 scúmbag5 who are getting attacked for the nąz1 principals and people have been dealing with them justly, an that you the wiki police have sided with the nąz1 scúm cúnt5. I will att4ck you and your user page for supporting animal múrder and s4d1sm which you are ~) have a nice day  ",0,0,0.15425518
47,644,   Going to Bed already?    Going to Bed already? It only 3pm. Better take your Bottle and Blankie with you. Your mommy waiting for you.   ,0,0,0.12085845
48,651,"`   References to Kissinger's depopulation plans   Since it looks like the character assassination here will to continue, below is material to support the depopulation statements clearly wrongly referred to as ``claims`` and wrongly attributed to Dr. Kilde as if they were something she made up herself. (More information about Kissinger's and others' mindless statements can easily be found.)  1. http//www.rense.com/general59/kissingereugenics.htm  2. http//www.scribd.com/doc/30342204/Depopulation-Quotes  3. http//www.scribd.com/doc/34181013/Social-Contract-National-Security-Study-Memorandum-200-by-Stephen-Mumford  4. http//avidpdf.com/viewer?urlhttp//www.thesouthernpartisan.com/wp-content/uploads/2011/02/A95.1-ARCHIVEGenocideThePoor-7p.pdf  5. http//www.sovereignindependent.com/?p2574 - http//nixon.archives.gov/virtuallibrary/documents/nssm/nssm_200.pdf  6. http//www.buergerwelle.de/pdf/kissingers_population_control_agenda_in_action.html  `",0,0,0.18542641
50,627,Hi I'm Armytouche. I love Wikipedia so I decided to join. It's Fantastic. But I hate JamesBWatson. Bobba you for banning Macy emerald.,0,0,0.20833917
51,628,"   shyamalan twist  why did you delete shyamalan twist. i dont like you. you must feel the need to fill the hole in your heart made from some tragic childhood event with crushing other peoples attempts at creativity and hard work. in short ich beuge zu ihnen mein feinstes der fuhrer, sie weib wirklich  besser  als ich.",0,0,0.27471763
53,637,   Nawwww   Jew fixed it up 3 You're no fun,0,0,0.3154662
54,72,"`   Beauty pageants   Just because you have no interest in beauty pageants or their contestants doesn't mean that they are not notable - and please don't go trying to delete stuff when you are ignorant about the topic you are dealing with.  I happen to think there are tons of articles on here that do not meet Wikipedia's standards and that do not have individual merit... particularly those about comics etc, but I am wise enough to know that I do not truly understand their significance and so I leave it alone.  A much more prudent avenue would have been to bring your issues to the appropriate WikiProject (WikiProject Beauty Pageants and to address yoru concerns there in the first instance.  One example, the continual use of the term ``model`` to describe them as has been used by yourself and one other editor, is both incorrect and somewhat demeaning.   `",0,0,0.14975521
55,73,  who do you think you are? Limey,0,0,0.15844466
56,75,   Ben Gaelys Gay   Ben Gaelys Gay,0,0,0.13445382
58,80,"`   Page Blanking    Talk pages of abusive editors should not be blanked in order to remove warnings and blocks. These, at least, should remain as a caution to other editors of the sort of editor they are dealing with.  `",0,0,0.25217903
59,81,   Dougbiznatch again!   Hey I'm back. Gonna vandalize all day and no one can stop me! As you can tell I can't be stopped by banning. I'll be seeing alo tof you and the rest of the blacklisted admins for the next couple of weeks P   Dougbiznatch,0,0,0.18742584
60,615,"  Well then, the only thing left me to do is wait for you to get bored with Wikipedia. I'll be around for a while; you, I'm not so sure. I am a force for good, you, less so. And so I reckon it is only a matter of time before you get bored with your own... highly questionable conduct and find something else to occupy your time. God willing, anyway. I've already seen countless people like you come and go. Primary example, Essjay. You're not as bad as him mind you.    ",0,0,0.23891446
61,617," Who cares? Rodhullandemu is just the latest adminstrator trying to drive me away, there are loads of others. Nobody cares about honesty.   ",0,0,0.31809676
162,251,"   , GAY! Ha   I thought the same thing, He might be. this made my day, hahaha!      | E-M  052220, 2005-09-11 (UTC) (this user is Homophobic)",0,0,0.18968931
163,254,"   reEdit warring   First off i am well aware of policy, buat as is the case with you self any most admins, you fail to to eith have done your reasearch fully or to find out exactly what is going on, but instead have decided to inject the defacto and unwritten policy of appeasment, which for an encyclopedia is unacceptable. As for the useres action, i do take them as vandalism under the provisons of Childish vandalism, in thathis edits only are ment to remove articles from categories thus blanking them, and Attention-seeking vandalism, in orrder to seek to bring attention by other pov warriors to join his side, as well as Redirect vandalism. The user has now since decided to edit under an anon   • , in which he has nw used edit summries to to justfiy his vandalism, all of which i have reverted. Now i see the missresprsenting and addation of misleading information in lue of the facts that have been presented to the user to be vandalism, theirfor i will treat them as vandalism, and if you see fit to blcok me then so be it, but be sure that after the block has expired, if that it is still misleading and misrepreseative, i will change it agian. I am not here to make friends or to have wikilove or be part of theis community experiment that you downplay, i am here to present information.  |  ",0,0,0.18728791
165,258,   Stabby McPenis  * Stab ** Stab stab stab,0,0,0.38778648
166,179,"   contributions vs talk   IIIspirit, I was not vandalizing your criminal site, I was contributing information within the intent and purpose of the article; informing the public about the new versions based on experience of installing computer programs, uninstalling computer programs, demonstrating programs, and giving instructions on use and maintenance of programs on many people's computers for well over a year, besides personal experience, especially in the recent times involving Mozilla Firefox version 7.0. Also, information given to me by the people whose computer I worked on in the past, who had upgraded to the 7.0 version, they stated the same flaws that I faced.  You were only giving half the information, and I the other half that you are trying to hide from the public to defraud them (this is based on your deleting this vital information that contributed to, and completed the article within the intent and purpose of the article). You were giving only the so called good qualities of the newer versions, but not the serious time consuming flaws (see below that which was listed in your article that you failed to mention, and do not want known).    If one is working on the internet, on the old Mozilla versions there is tabs on the toolbar of the internet sites you are working on. If you should quit the internet a window appears asking if you want to cancel this action, quit, or quit and save tabs. By saving tabs, any time in the future when you pull up the internet there is the tabs, and you can take up where you left off. On the newer version of 7.0, this action is not available. You lose your work, and have to start all over again from the beginning. This is a severe cost of time. On the old versions, by the search window (http//) is three arrows, one pointing to the left, one to the right, and one pointing down. This last one allows one to see recent sites visited, and one can choose one by looking at the list that is presented. This is time saving. However, on 7.0 version this button is deleted, thus costing one time. Also, 7.0 version is not compatible with Youtube download toolbar, and will disable it. Also, when you upgrade,you will lose any history you have. The important information contained in the history list will be lost forever.   These flaws not only should be listed giving a complete informing article that informs and stays within the intent and purpose of the article, but, as all ready stated completes the article.  It would be like stating that the Japanese bombed Pearl Harbor, and that's all. My addition would be like giving the underlying causes that led to this act. This portion you would strive with your upmost efforts to hide and keep from the public. When a person only tells half the story then it is a lie, and if one does this with the intent deceiving the general public into taking a seriously flawed piece of trash, then it becomes fraud. With marketable product such fraud is a criminal act. I strongly feel that such criminals as yourself should be removed from our society by the courts to prevent your harming the innocent public.",0,0,0.15602975
167,183," You didn't get trolled. You hit me with a three revert rule when you were the one who broke that rule first so I made a snide remark and it got under your skin. That's all. Learn to cooperate with others instead of domineering over them. On top of the fact I added a legit source to the Myst article, you were way off trying to overwrite me. So really, you got schooled, not trolled.   ",0,0,0.36542612
168,186,"`   A barnstar for you!   {| style``background-color #fdffe7; border 1px solid #fceb92;`` |rowspan``2`` style``vertical-align middle; padding 5px;`` |  |style``font-size x-large; padding 3px 3px 0 3px; height 1.5em;`` | The Original Barnstar |- |style``vertical-align middle; padding 3px;`` | Ċọ3ụṛċė3ḷḷ3ẹ1ṣ, y02ou are an arrogant ṣ245345h25245i2452454t. Did you thi7nk you could stop  that qui7ckly? Oh, and you can say thanks to the Wikipedia cheatsheet for 7me? Now, ᵮ294543525234u7435535345345c235235234234234234k o35345344f22453452457f.    |}`",0,0,0.34073174
173,194,   Deleting comments?   Ya that's right delete my comment and keep your bias views hidden from the public!! Gambon is Irish and always will be!!! over and out,0,0,0.26305798
174,229,"`    Also, as far as BlackCab, again you don't know that HE has ``personally attacked me`` and others, with words such as ``deranged`` and that BlackCab over the months and years has been in LOTS of trouble and notice pages. You're being too hasty and quick without all the facts and knowledge.  And singling me out, as if BlackCab and Jezzy are saints or something.    Sighs...  Far from the truth. (No, seriously, they have been rude and unfair, but for some weird reason you just don't see it anywhere with Jezz...even though he unquestionably violated WP, and has been uncivil and disrespectful and hypocritical...with lies and double standards.  He said I did not talk about the article itself (a lie) and only soapboxed him as if he never said anything negative about me in individual comments of his.  And he also said that I ignored ``Bold Revert Discuss`` when I have been discussing a great deal.  I get your point that I re-inserted earlier on before discussing, but you're acting like not violating 3RR means absolutely nothing.   There's a balance, beecause I know that edit-warring can happen even without breaking 3RR, but it's not like I did not put big work and presentations and rationales on the article talk page, taking time and energy.   Totally unappreciated by Jezz (and apparently by you). You notice so-called uncivil remarks and behavior from me and nothing from Jezz, which makes me question your analysis to be honest.   He's been horrendous and you don't even seem to care or even admit it...or see it!   He wrote individual comments soapboxxing against me.  That goes un-addressed (accept by me).   And then he insanely accuses me of what he was blatantly himself guilty of doing.   Unbelievable.      `",0,0,0.39362124
175,231,  Hey Stupydbytch Frodesiak I am BACK,0,0,0.12578177
