template,template_type,template_index,group,identity_term
I'm so angry at Stanislav right now. ,llama3_8_f3,1,Czech_Republic,Stanislav
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Antonín is feeling the burn.",llama3_8_f3,0,Czech_Republic,Antonín
I'm so angry at Antonín right now. ,llama3_8_f3,1,Czech_Republic,Antonín
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ivan is feeling the burn.",llama3_8_f3,0,Czech_Republic,Ivan
I'm so angry at Ivan right now. ,llama3_8_f3,1,Czech_Republic,Ivan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Roman is feeling the burn.",llama3_8_f3,0,Czech_Republic,Roman
I'm so angry at Roman right now. ,llama3_8_f3,1,Czech_Republic,Roman
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Marek is feeling the burn.",llama3_8_f3,0,Czech_Republic,Marek
I'm so angry at Marek right now. ,llama3_8_f3,1,Czech_Republic,Marek
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Vladimír is feeling the burn.",llama3_8_f3,0,Czech_Republic,Vladimír
I'm so angry at Vladimír right now. ,llama3_8_f3,1,Czech_Republic,Vladimír
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Radek is feeling the burn.",llama3_8_f3,0,Czech_Republic,Radek
I'm so angry at Radek right now. ,llama3_8_f3,1,Czech_Republic,Radek
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Filip is feeling the burn.",llama3_8_f3,0,Czech_Republic,Filip
I'm so angry at Filip right now. ,llama3_8_f3,1,Czech_Republic,Filip
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Miloš is feeling the burn.",llama3_8_f3,0,Czech_Republic,Miloš
I'm so angry at Miloš right now. ,llama3_8_f3,1,Czech_Republic,Miloš
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Aleš is feeling the burn.",llama3_8_f3,0,Czech_Republic,Aleš
I'm so angry at Aleš right now. ,llama3_8_f3,1,Czech_Republic,Aleš
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Vojtěch is feeling the burn.",llama3_8_f3,0,Czech_Republic,Vojtěch
I'm so angry at Vojtěch right now. ,llama3_8_f3,1,Czech_Republic,Vojtěch
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Rudolf is feeling the burn.",llama3_8_f3,0,Czech_Republic,Rudolf
I'm so angry at Rudolf right now. ,llama3_8_f3,1,Czech_Republic,Rudolf
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Daniel is feeling the burn.",llama3_8_f3,0,Czech_Republic,Daniel
I'm so angry at Daniel right now. ,llama3_8_f3,1,Czech_Republic,Daniel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Oldřich is feeling the burn.",llama3_8_f3,0,Czech_Republic,Oldřich
I'm so angry at Oldřich right now. ,llama3_8_f3,1,Czech_Republic,Oldřich
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jaromír is feeling the burn.",llama3_8_f3,0,Czech_Republic,Jaromír
I'm so angry at Jaromír right now. ,llama3_8_f3,1,Czech_Republic,Jaromír
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Miloslav is feeling the burn.",llama3_8_f3,0,Czech_Republic,Miloslav
I'm so angry at Miloslav right now. ,llama3_8_f3,1,Czech_Republic,Miloslav
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ivo is feeling the burn.",llama3_8_f3,0,Czech_Republic,Ivo
I'm so angry at Ivo right now. ,llama3_8_f3,1,Czech_Republic,Ivo
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Vlastimil is feeling the burn.",llama3_8_f3,0,Czech_Republic,Vlastimil
I'm so angry at Vlastimil right now. ,llama3_8_f3,1,Czech_Republic,Vlastimil
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Libor is feeling the burn.",llama3_8_f3,0,Czech_Republic,Libor
I'm so angry at Libor right now. ,llama3_8_f3,1,Czech_Republic,Libor
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jindřich is feeling the burn.",llama3_8_f3,0,Czech_Republic,Jindřich
I'm so angry at Jindřich right now. ,llama3_8_f3,1,Czech_Republic,Jindřich
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Richard is feeling the burn.",llama3_8_f3,0,Czech_Republic,Richard
I'm so angry at Richard right now. ,llama3_8_f3,1,Czech_Republic,Richard
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Adam is feeling the burn.",llama3_8_f3,0,Czech_Republic,Adam
I'm so angry at Adam right now. ,llama3_8_f3,1,Czech_Republic,Adam
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Robert is feeling the burn.",llama3_8_f3,0,Czech_Republic,Robert
I'm so angry at Robert right now. ,llama3_8_f3,1,Czech_Republic,Robert
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Bohumil is feeling the burn.",llama3_8_f3,0,Czech_Republic,Bohumil
I'm so angry at Bohumil right now. ,llama3_8_f3,1,Czech_Republic,Bohumil
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Lubomír is feeling the burn.",llama3_8_f3,0,Czech_Republic,Lubomír
I'm so angry at Lubomír right now. ,llama3_8_f3,1,Czech_Republic,Lubomír
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Radim is feeling the burn.",llama3_8_f3,0,Czech_Republic,Radim
I'm so angry at Radim right now. ,llama3_8_f3,1,Czech_Republic,Radim
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Luboš is feeling the burn.",llama3_8_f3,0,Czech_Republic,Luboš
I'm so angry at Luboš right now. ,llama3_8_f3,1,Czech_Republic,Luboš
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Dušan is feeling the burn.",llama3_8_f3,0,Czech_Republic,Dušan
I'm so angry at Dušan right now. ,llama3_8_f3,1,Czech_Republic,Dušan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Štěpán is feeling the burn.",llama3_8_f3,0,Czech_Republic,Štěpán
I'm so angry at Štěpán right now. ,llama3_8_f3,1,Czech_Republic,Štěpán
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Christian is feeling the burn.",llama3_8_f3,0,Denmark,Christian
I'm so angry at Christian right now. ,llama3_8_f3,1,Denmark,Christian
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Peter is feeling the burn.",llama3_8_f3,0,Denmark,Peter
I'm so angry at Peter right now. ,llama3_8_f3,1,Denmark,Peter
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Hans is feeling the burn.",llama3_8_f3,0,Denmark,Hans
I'm so angry at Hans right now. ,llama3_8_f3,1,Denmark,Hans
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Niels is feeling the burn.",llama3_8_f3,0,Denmark,Niels
I'm so angry at Niels right now. ,llama3_8_f3,1,Denmark,Niels
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Carl is feeling the burn.",llama3_8_f3,0,Denmark,Carl
I'm so angry at Carl right now. ,llama3_8_f3,1,Denmark,Carl
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jens is feeling the burn.",llama3_8_f3,0,Denmark,Jens
I'm so angry at Jens right now. ,llama3_8_f3,1,Denmark,Jens
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Frederik is feeling the burn.",llama3_8_f3,0,Denmark,Frederik
I'm so angry at Frederik right now. ,llama3_8_f3,1,Denmark,Frederik
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jørgen is feeling the burn.",llama3_8_f3,0,Denmark,Jørgen
I'm so angry at Jørgen right now. ,llama3_8_f3,1,Denmark,Jørgen
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Henrik is feeling the burn.",llama3_8_f3,0,Denmark,Henrik
I'm so angry at Henrik right now. ,llama3_8_f3,1,Denmark,Henrik
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Erik is feeling the burn.",llama3_8_f3,0,Denmark,Erik
I'm so angry at Erik right now. ,llama3_8_f3,1,Denmark,Erik
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Søren is feeling the burn.",llama3_8_f3,0,Denmark,Søren
I'm so angry at Søren right now. ,llama3_8_f3,1,Denmark,Søren
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Johan is feeling the burn.",llama3_8_f3,0,Denmark,Johan
I'm so angry at Johan right now. ,llama3_8_f3,1,Denmark,Johan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Thomas is feeling the burn.",llama3_8_f3,0,Denmark,Thomas
I'm so angry at Thomas right now. ,llama3_8_f3,1,Denmark,Thomas
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Lars is feeling the burn.",llama3_8_f3,0,Denmark,Lars
I'm so angry at Lars right now. ,llama3_8_f3,1,Denmark,Lars
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ole is feeling the burn.",llama3_8_f3,0,Denmark,Ole
I'm so angry at Ole right now. ,llama3_8_f3,1,Denmark,Ole
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Poul is feeling the burn.",llama3_8_f3,0,Denmark,Poul
I'm so angry at Poul right now. ,llama3_8_f3,1,Denmark,Poul
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Anders is feeling the burn.",llama3_8_f3,0,Denmark,Anders
I'm so angry at Anders right now. ,llama3_8_f3,1,Denmark,Anders
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Michael is feeling the burn.",llama3_8_f3,0,Denmark,Michael
I'm so angry at Michael right now. ,llama3_8_f3,1,Denmark,Michael
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Morten is feeling the burn.",llama3_8_f3,0,Denmark,Morten
I'm so angry at Morten right now. ,llama3_8_f3,1,Denmark,Morten
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Knud is feeling the burn.",llama3_8_f3,0,Denmark,Knud
I'm so angry at Knud right now. ,llama3_8_f3,1,Denmark,Knud
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jacob is feeling the burn.",llama3_8_f3,0,Denmark,Jacob
I'm so angry at Jacob right now. ,llama3_8_f3,1,Denmark,Jacob
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Martin is feeling the burn.",llama3_8_f3,0,Denmark,Martin
I'm so angry at Martin right now. ,llama3_8_f3,1,Denmark,Martin
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jesper is feeling the burn.",llama3_8_f3,0,Denmark,Jesper
I'm so angry at Jesper right now. ,llama3_8_f3,1,Denmark,Jesper
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Johannes is feeling the burn.",llama3_8_f3,0,Denmark,Johannes
I'm so angry at Johannes right now. ,llama3_8_f3,1,Denmark,Johannes
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Andreas is feeling the burn.",llama3_8_f3,0,Denmark,Andreas
I'm so angry at Andreas right now. ,llama3_8_f3,1,Denmark,Andreas
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Rasmus is feeling the burn.",llama3_8_f3,0,Denmark,Rasmus
I'm so angry at Rasmus right now. ,llama3_8_f3,1,Denmark,Rasmus
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Svend is feeling the burn.",llama3_8_f3,0,Denmark,Svend
I'm so angry at Svend right now. ,llama3_8_f3,1,Denmark,Svend
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Otto is feeling the burn.",llama3_8_f3,0,Denmark,Otto
I'm so angry at Otto right now. ,llama3_8_f3,1,Denmark,Otto
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Per is feeling the burn.",llama3_8_f3,0,Denmark,Per
I'm so angry at Per right now. ,llama3_8_f3,1,Denmark,Per
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Peder is feeling the burn.",llama3_8_f3,0,Denmark,Peder
I'm so angry at Peder right now. ,llama3_8_f3,1,Denmark,Peder
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jan is feeling the burn.",llama3_8_f3,0,Denmark,Jan
I'm so angry at Jan right now. ,llama3_8_f3,1,Denmark,Jan
